Hash,Date,Author,Files Changed,Message
4baa5bdd8a365ca4715e7f66b26e774dcbcec60c,Thu Jan 25 15:54:35 2024 +0100,Raúl Muñoz,2,Update TouchOSC template using midi channel 15 (as the Loopy Pro template) (#1068)
6ecec2b63b547593fd0b571f226c999eb7563b34,Fri Jan 19 14:53:17 2024 +0100,Raúl Muñoz,5,Feature: NOT FILL probability iteration for notes (#994)
fefa183052d5a9a905df3287e4305ea8e6f1e3a7,Fri Jan 19 06:15:33 2024 +0100,M0R172,4,Issue #471 Saving settings to SD card can silently fail if card is in RO mode  (#1001)
316279c5e091cdeb7d50828e407789966fb53abc,Tue Jan 16 19:52:06 2024 +0100,Raúl Muñoz,2,Added Loopy Pro template for Midi Follow (#976)
b1f035bab58c254c8b68a3e7c2dc3dc71df8ca28,Tue Jan 16 10:20:48 2024 -0800,Reed Koser,4,dbt: only do python setup if the toolchain is freshly unpacked (#981)
6af3c7cae12a105bae71c5413cedfe6eec6bca7b,Fri Jan 12 09:55:43 2024 -0500,Katherine Whitlock,3,Add lowercase rendering for 7SEG (#783)
df942a0d806c1c7f6f5047b6d3ed68c59c6e5e80,Wed Jan 10 23:05:34 2024 -0500,Sean Ditny,3,Set Global Effectable Default Mod FX Type to Disabled (#945)
6cd011f78240e82c6d82ac219071b629a0b51f06,Sun Jan 7 18:25:52 2024 -0800,Reed Koser,2,view: only check param kind when autoparam valid (#928)
b9d6b905095637fbd2b273cc3ec7eca64456134b,Sat Jan 6 21:47:28 2024 -0500,Mark Adams,3,ensure clip is an instrument before setting edited flag (#922)
da5d731cb37b97db64327bfdf7107cf91a839678,Tue Jan 2 23:40:08 2024 -0500,Sean Ditny,2,Remove Mod FX Type Menu & Invalid Menu Shortcuts (#908)
fec359a42fed7667e204d1acb798f0eabfa6ee81,Wed Dec 27 10:36:20 2023 -0500,Sean Ditny,5,Remove Some Params from Global FX Menu's and from Automation View (#886)
e2e44453b7cbcea7580eafbfb7c327a6af761b7f,Wed Dec 27 00:02:05 2023 -0500,Mark Adams,2,Seperate receiving midi from matching in kits and synths (#862)
fa1097063ad1b936ea3b53e6a38d759862d4a0cc,Sun Dec 17 13:40:58 2023 -0500,Mark Adams,4,move user friendly MPE match function from melodic instrument to learned midi (#833)
480c85a26250b2368e7bd84b5cdefe0e99e45f6e,Sat Dec 16 12:38:43 2023 -0600,Sasha Devol,3,Allow single row copy. Allow gentle paste (#805)
3d583dbd6c0f87d6e7cbb1b987e67034b7155d2a,Thu Dec 14 21:35:44 2023 +0100,Raúl Muñoz,3,Added new scales (#826)
6db3b3b317119d6489f2d9e70d40f6625d7143ca,Thu Dec 14 05:11:45 2023 +0100,Tobias Pisani,2,session view: Allow clips to be selected while shift is held (#817)
fe31a4f9b112890b163157969097788eb81314ff,Sun Dec 3 22:51:51 2023 +0100,Paul Freund,2,Update blackbox image link
56cc8a0e09aee884a786035ec8acdcd76d992933,Sun Dec 3 21:42:29 2023 +0100,Paul Freund,3,Proposal for release page (#776)
2cadb0a9e5f918d46c24f82fb63e003ef82597a5,Sat Dec 2 22:45:27 2023 +0100,Tobias Pisani,3,Turn haveOLED and have7SEG into non-virtual calls. (#757)
e92f6b216174d4a2de2de9afc037da9843d9805b,Sat Dec 2 13:24:13 2023 -0500,Mark Adams,5,rescale metronome volume (#780)
aa1f45a69416469d4c0dfbd9c2c6b4ef4e8dc069,Sun Nov 26 03:54:54 2023 +0100,Tobias Pisani,2,Use the NAME shortcut in audio clips to rename the audio track. (#754)
20d21f18f9d9c77d22d1a93ae1546167e6e60187,Fri Nov 10 00:17:26 2023 +0100,Paul Freund,3,Disable all interrupts but INTC_ID_TGI2A (#705)
f7c6d449c8bdab2af073e4a340fbc2cf5c5f7bbe,Thu Nov 9 10:05:10 2023 -0500,Katherine Whitlock,4,664 Hard crash with shift+scroll in small menus (#698)
c9c64d23ec726530ecfd469f32f6951dcedd9371,Wed Nov 1 15:09:03 2023 -0400,Mark Adams,5,Feature/fm filters (#665)
647a1182cee13959a335814e12fd8b6e04cd4502,Mon Oct 30 16:03:32 2023 +0100,Paul Freund,4,Added feature to show last return addresses on grid going into fault handler
c0e7b4c3bb2213db1c70587abed5277d75040bc0,Fri Oct 27 14:39:11 2023 -0400,Sean Ditny,2,Enable Stutter Automation (#653)
8f4163a2287efd30c21baf500197539f29bdf022,Fri Oct 13 18:07:14 2023 -0400,Mark Adams,2,Remove gitmodules as unused (#621)
717f3770abb2a6539fb9d41d42dc942e63d79c91,Fri Oct 13 16:34:00 2023 +0200,Paul Freund,2,Make sure we flush cache before UART DMA and align the transferred OLED image with cache line size
d67505b63362a2dc82acf2a459ae937aaa6396db,Wed Oct 11 19:31:58 2023 +0200,Paul Freund,4,Incorporated changes according to spec from recent Renesas RZA1LU_BlinkySample that match warnings in the spec
35dae470a40cffff7a7500bba01add79c1e1ead9,Tue Oct 10 20:40:49 2023 -0700,Reed Koser,3,feat: display PIC version on version + ROOMSIZE (#604)
459c28843485601397c24e9f1f4f71eb65940bc4,Fri Oct 6 14:58:24 2023 -0400,m-m-adams,4,move chunkware to its own files
3fb74267c6485f83a938b2e9231be7ce6b134745,Fri Oct 6 14:46:21 2023 -0400,m-m-adams,5,change comp interface to use ints instead of floats
03f786875bf2cb58d9baead44afe0480a4db5e7f,Fri Oct 6 13:52:29 2023 -0400,m-m-adams,2,"double to float, 10 percent speedup"
693f872e7b427aecc18e2b442f57d7d3c802135a,Tue Oct 3 23:14:52 2023 -0400,Sean Ditny,2,Automation View: Disable mod LED's in Automation Editor (#589)
c6db94d720493d5cfc57e6ebe1662ee7c35e01d2,Sat Sep 30 14:21:50 2023 -0400,m-m-adams,2,remove unused imports on memory
c3e3749f48a2c9efb4325e3de517c6b01234162b,Sat Sep 23 21:25:07 2023 -0400,Mark Adams,2,Restore usb midi functionality (#569)
c533ee9962cddace9d91611c64f9b66c633c72f4,Fri Sep 22 16:35:01 2023 +0200,Paul Freund,3,Use system method for enable/disable IRQ with memory barrier and make sure we don't disable interrupts processing in audio routine if coming from an interrupt
080d1b8b1f7f0d032217c34f9d856c9325271d5e,Thu Sep 21 20:47:45 2023 +0200,Paul Freund,2,dbt format and some more commenting
4ee106a39630c73e2d486039d821d6e97111becb,Thu Sep 21 19:22:13 2023 +0200,Paul Freund,2,Move runtime feature settings into SDRAM (5k)
ed8fa5437587434a12e16de874e52a1964f0d5be,Thu Sep 21 18:57:47 2023 +0200,Paul Freund,2,"Move data up, noload and helpful comments"
ccf117bb7222964e60a133663f843c4b7ddd1bdc,Wed Sep 20 21:43:32 2023 +0200,Paul Freund,2,dbt format and additional comment
0da30f59b5b0dff6eefa2b6e65850405d40ce5d1,Wed Sep 20 21:31:14 2023 +0200,Paul Freund,4,Packed frunk full of data
7498bc23db471b925767c225ffc1a40a972df403,Wed Sep 20 20:52:28 2023 +0200,Paul Freund,2,Added frunk area
c614b5978fa708ffeae4e112768b5175ecf43c3f,Wed Sep 20 16:44:07 2023 +0200,Paul Freund,3,Added relocated sdram data section
c9cfbb2a5be96f140512245ab4fef4cee2371a50,Tue Sep 19 16:08:00 2023 +0200,Paul Freund,2,Add output of compilation size and nmdump containing a list of all symbol sizes
a5d231006891060979f7710d7c9958913b72c79f,Tue Sep 19 16:06:18 2023 +0200,Paul Freund,2,Make sure getRegion always returns the right region or freezes
51c91955949749e0e72854b710a92e4cc6d21349,Mon Sep 18 21:45:11 2023 -0400,Katherine Whitlock,4,Convert SIMD macros to functions (#550)
2cc4b8ba71e47fddfff0b3512ce0c64da7aabf7f,Thu Sep 14 18:58:11 2023 -0400,m-m-adams,2,unassign reasons before assigning new ones from starting playback
e1e9231ae6440e90b76596871ca393157c400639,Fri Sep 8 19:26:43 2023 -0400,m-m-adams,4,More robust gma detection
206b972368e27a5c134f24a8fc5b0f478e03bc9d,Tue Sep 12 11:48:13 2023 -0400,m-m-adams,2,bypass effects if clip is not active
4a85cbd346fe1aaf10ea2f8cb647f517051c006a,Sat Sep 2 10:53:09 2023 -0400,m-m-adams,5,remove unnecessary function parameter
6118f2adac0ff0a0bd6236e32e0839ce6ba94bdc,Tue Aug 29 21:47:42 2023 -0400,m-m-adams,4,enable audio output cloning for continuous layering
8c38b5beb9bec488cb371925e9433006e002c751,Mon Aug 28 12:03:19 2023 -0400,seangoodvibes,2,Updated threshold to 5
2ab008b4fc51180ab654c0d82ae1982739d86bbc,Sun Aug 27 22:44:14 2023 -0400,Sean Ditny,3,Automation view: hold open selection mode value popup
9f7cbdd19c37c8ee2da863138c7b3edd9bb92306,Sun Aug 27 22:32:15 2023 -0400,seangoodvibes,2,Adjust threshold for midi knob sync
6c29fb40e102b801c6b544d8b98e9c850d646f81,Sun Aug 27 17:18:53 2023 -0400,Sean Ditny,2,Automation view: handle very rapid region entry
f47aba1c7d5c407d44fbd34a9ff9b70f4ae5a520,Fri Aug 25 15:50:18 2023 -0400,m-m-adams,3,remove unused svf string
f421337a7faa31424db67fb94a2b40c04a8bf6aa,Fri Aug 25 21:34:39 2023 +0200,Paul Freund,2,Allow Norns layout to display incoming notes without learning the input and make highlight incoming notes default behavior to get user feedback (#389)
66ce2155f7331bdc95be3e1160e0e3e6e2e5d515,Sat Aug 26 04:12:47 2023 +0900,Alter,3,Master compressor in Arranger view (#420)
6c97b8455a8e4c848a0bad8db011bc86e13702ef,Tue Aug 22 08:51:17 2023 -0400,m-m-adams,5,reset loading synth to kit row
edc084954da9742f5cd23ff77fabc53e9dcb07b3,Sat Aug 19 17:33:26 2023 -0400,Mark Adams,5,note row probability (#368)
54f2c44e5d76f60d03a0b143e0468eba736f8cd9,Thu Aug 17 12:18:46 2023 -0700,Reed Koser,2,WIP: GeneralMemoryAllocator pretty-printer (#351)
902fb0b915749de5388e52c525ba3c097334722c,Mon Aug 14 10:22:08 2023 -0700,Dan Weaver,2,Feature: Waveform loop lock (#293)
6111ce1d979c8104404992a9a1c7736a668e6c7c,Mon Aug 14 12:58:11 2023 -0400,Mark Adams,2,print used bytes in stack as well as free (#345)
c95a27cee4c044f7bc9ab7e05ca953eb7cb07f0c,Mon Aug 7 14:28:16 2023 -0700,Reed Koser,3,ub: Remove illegal FAM from ParamSet (#299)
b2c9ccb9540725fe02caf89b5104eb3198d12744,Sun Aug 6 00:38:57 2023 -0400,Mark Adams,4,Define relwithdebinfo target (#306)
d1596e7fb9d1a9192b174b7622f8ac621543e40f,Tue Aug 1 12:43:18 2023 -0700,Reed Koser,5,pages: also collect artifacts for PRs (#279)
a6907464459531269c9ae2f0a2d9dc644435ad16,Mon Jul 31 14:39:43 2023 -0400,Mark Adams,2,Save empty song UI (#267)
63d171fc0cb70143fb3a26ec43c440a9e848107c,Sun Jul 30 20:03:35 2023 -0400,Mark Adams,3,UX guidelines (#222)
fa9ab59392b09edb2ce2b78fc35ee822eb16010d,Sun Jul 30 11:31:53 2023 -0400,Mark Adams,5,Improve 7seg text scroll and edit behaviour (#254)
841df52fc9af30ee25a540f4b678d7f75c5115ca,Wed Jul 26 20:54:35 2023 +0200,Raúl Muñoz,5,Batch delete all “unused” kit rows (the ones with no notes) (#234)
6b170910fc81f58368ff5fd697e38dc2da9c743c,Fri Jul 21 15:12:04 2023 -0700,Dan Weaver,4,Catch Notes setting to allow not catching existing notes. (#221)
4650415eb1440994ebba92ccca79eaa4b6bce9cd,Mon Jul 17 19:17:01 2023 +0200,Paul Freund,3,Emit linker error if someone tries to use allocating new (#199)
7efd75454bcd40f8c52bbfc4df69107fd9084520,Fri Jul 14 13:40:05 2023 -0400,Katherine Whitlock,2,C++ Allocator-compliant allocator and string (#194)
28d69cbb6b65cf137ddb09e2e8f3e8838188fd97,Wed Jul 12 19:27:59 2023 +0200,Queroland,2,Change row color in session View #enhancement (#163)
aed9cf5f315e9684f6122e290d03e9a439b84809,Wed Jul 12 13:22:42 2023 -0400,suivaht,4,Fine tempo knob (#178)
07238b072989db6ee39c76ebe974b68cfcf40873,Mon Jul 10 11:54:35 2023 -0700,Casey Tucker,2,add .clang-format-ignore support to task-format (#175)
d999112dbad93daf161e41502861f0b6f640586c,Thu Jul 6 17:44:34 2023 -0700,Reed Koser,4,remove straggling index-based button access (#167)
d70902bbfbf09fe52cf772fb1fd14e77d93280b4,Thu Jul 6 01:13:22 2023 -0700,Casey Tucker,5,const button now constexpr enum
872b58b93303f0da04e43ac540cb9eadcc1cdf71,Thu Jul 6 12:48:14 2023 +0900,Alter,2,Applied clang-format
0d52012c8c1705223c4d18caedc8d906f310148a,Mon Jul 3 22:18:15 2023 +0200,Tobias Pisani,2,"Disallow shiftHorizontally in more cases, stop audio while changing values"
77cf3d0bbabfba1417bce5746257d185ddab8cd7,Mon Jul 3 18:50:24 2023 +0200,Tobias Pisani,5,Implement Horizontal shift for audio clips
11f0affbae9ad6676be8564a854f72dda8dafe64,Wed Jul 5 12:12:25 2023 +0900,Alter,3,Changed the UI to use the tempo knob
d2d87dcf52bcb2735143021a7a858fa8e7924750,Tue Jul 4 17:55:46 2023 -0400,Katherine Whitlock,3,Final little bits
7b4d86f9522c7e2d23947110b0e1238fc8aafd00,Mon Jul 3 14:53:05 2023 -0400,Katherine Whitlock,2,add base clang-tidy and clangd configurations
4a47f3687cf1e7942d7d9b5c3941f4e5951c0a17,Mon Jul 3 06:54:38 2023 -0600,Aria Burrell,4,Version string variable substitution.
3353431af057784fbbb8ad83e2eda338e71d7b48,Mon Jul 3 06:06:43 2023 -0600,Aria Burrell,3,Cleaned up git wheel installation routine.
98585eb6b3dd1e240f8f53999f7bc8e658ca7bfc,Thu Jun 8 16:26:10 2023 +0200,bfredl,5,midi: initial support for sysEX messages
d908c27449d7cd8893453063f2d113f282302e84,Mon Jul 3 10:41:38 2023 +0900,Alter,2,Master Compressor
227c993a64fb5bbda9c3ce84089cee74946a53eb,Sat Jul 1 13:30:07 2023 +0200,Paul Freund,2,Incorporated feedback from first community call
83afefb74158b1a1b3391fd9381855805939ff21,Sat Jul 1 10:57:09 2023 +0900,Alter,3,Quantize
ec5b906b31fa080510152e79b71e78211a08f881,Sat Jul 1 01:14:06 2023 +0900,Alter,2,Add to the Community Settings menu.
97097f5a59bf4b18518f12e3ab2f347215943626,Thu Jun 29 23:50:18 2023 -0400,m-m-adams,3,review from bobtwinkles
079b79b00b06b86e0562ed20332bf9f01573f605,Fri Jun 30 03:28:47 2023 +0900,Alter,3,Applied clang-format14
6145cdf0c4d844e881fede0b7952b6616bc67f88,Sun Jun 11 13:30:21 2023 +0200,bfredl,5,rebase drum keyboard onto multiple offset changes
638a66ab8e8bbe30847e4a0f3155ca687e075d98,Fri Jun 30 03:28:47 2023 +0900,Alter,3,Applied clang-format14
558d738ba4d66cb445d15a27a1aae28c2d885709,Tue Jun 27 19:45:59 2023 -0400,m-m-adams,4,clang-format fork files
5fbca4c0277ee8c33eb091548a0d9c5d1606d402,Sat Jun 10 18:42:35 2023 +0900,Alter,4,DrumKeyboardScreen
ada7fdd14d69ca4633ef3245f795ded17db0128c,Sun Jun 11 13:30:21 2023 +0200,bfredl,5,keyboardScreen: support multiple note layouts
bf69a910c3354df4a5e5ff0b15c14eff2172a83f,Wed Jun 28 08:16:38 2023 -0400,Katherine Whitlock,3,Global init for MIDIDeviceManager
98f61ecb989f3b582b22d2a0c7e51d745f253c36,Sun Jun 25 12:00:19 2023 -0400,m-m-adams,2,improve resonance volume compensation
0647212aa5e99223b5aee2aa9c4756e052e4d3a4,Fri Jun 23 15:14:50 2023 -0700,bobtwinkles,4,toolchain: single source of truth for required version
6db55fdfa6d66bbcbc32b89d99f9724d965b1121,Fri Jun 23 15:46:48 2023 +0200,Paul Freund,2,Incorporated additional feedback
68c1185ca36a73cf47a9ccad7a04170152b91601,Tue Jun 20 02:59:27 2023 -0600,Aria Burrell,2,Multi-targeting is go.
f90b5061e9f104fc67fe7f807deccd32adf1393a,Tue Jun 20 01:57:53 2023 -0600,Aria Burrell,3,Multi-target support
91197725beee930dc92623f3dc8fd319eb9c52bb,Tue Jun 20 22:00:22 2023 +0200,Paul Freund,2,Finished feature
56857676d88d4ad2b1d7430256b0b476494842c3,Thu Jun 15 19:28:25 2023 -0400,m-m-adams,3,address remaining comments
d412ce276f47e81152d3a4c28082796600d739aa,Wed Jun 14 18:37:27 2023 -0400,m-m-adams,2,differentiate input and output ports on send and receive. Feature complete for upstream
36c6486e1693911c57561dc4c0a980f5e91e92ff,Wed Jun 14 17:27:23 2023 -0400,m-m-adams,3,"change connectedUSBMIDIDevice USBMIDIDevice value to an array of 4, change remaining code to handle IO to array instead of single device"
3776c5b865c1aaac5a1e36bb51a709a8371a957a,Mon Jun 12 22:45:19 2023 -0400,m-m-adams,3,comments on potential spots to differentiate midi cables
ebdc5d02162fcf05e2beb416b259cbe44cf8eb35,Mon Jun 12 12:01:45 2023 -0400,m-m-adams,2,enable usb HS to increase bandwidth for future expansion
ee8feee2df26cba0e6ae7ed5df4f91898b471c3a,Sun Jun 18 22:41:18 2023 +0200,Paul Freund,4,Added stubs for reading and writing code
1682d9949cc0a4d260e566318afec3904ce76453,Sun Jun 18 13:16:15 2023 +0200,Philipp Falk,2,modifications to rwalk lfo resetting and bias
36b4fae1657b4033828021afcce45002c3123686,Tue Jun 13 21:39:29 2023 +0200,Philipp Falk,4,make delay sync work with new sync types
c5481e49667fa334e027707d176ebeb4bca2bd2e,Tue Jun 13 21:35:45 2023 +0200,Philipp Falk,5,make arp sync work with new sync types
919d7ab51868a96363978b2fe824bfbc284f8963,Tue Jun 13 21:59:54 2023 +0200,Philipp Falk,3,make global LFO work with new sync types
8fc691eafefcbef8c31a30356761a9b21c4aa363,Tue Jun 13 21:56:39 2023 +0200,Philipp Falk,5,add sample&hold and random walk lfos
6d1d7f96801c41bd15375fbf72fe117e2e44cf77,Sat Jun 17 23:26:35 2023 +0200,Paul Freund,2,Added stubs for CODEOWNERS and CommunityFeatures.md
4d95b5932cc7910e28a8117fbc8683be97991bbb,Mon Jun 12 08:02:42 2023 -0600,Aria Burrell,2,Updates to CONTRIBUTING and GOVERNANCE files as suggested.
55a010029d39075a6255d63eab88315a8c85f047,Sat Jun 10 18:24:37 2023 -0600,Aria Burrell,2,Disabled RTT in OpenOCD
9a301dd4d2c173da0db85f71338f6ccd682a1612,Fri Jun 9 06:39:58 2023 -0600,Aria Burrell,3,"Starting point for CODE_OF_CONDUCT, CONTRIBUTING, and FUNDING."
97011413eb70dc50edaabc23041a9c300d0d1538,Thu Jun 8 15:54:06 2023 -0600,Aria Burrell,3,Added launch files for ESP-PROG / FTDI JTAG.
e4251c30d13b03ad52717a986dace23839b90bf5,Thu Jun 8 15:50:59 2023 -0400,m-m-adams,2,comments on midi control flow into clips
b00e9e229cc0598930d00d74bfca1bf2903ad44e,Thu Jun 8 14:57:21 2023 -0400,m-m-adams,2,ifndef guard text output and add to preprocessor
edbe4a49cc7c12a06d926b2e99c495d15055c422,Thu Jun 8 14:08:57 2023 -0400,m-m-adams,2,comments clarifying learnt midi selection in kit
785e1b8be61adfebf0dcc99291dd850d12f70c6c,Tue Jun 6 12:03:28 2023 -0400,Mark A,4,swap all backslashes for forward slashes
6eae23f8b06cd39f69e761d54d5bd5b45cff3d12,Sun Jun 4 23:58:23 2023 -0600,Aria Burrell,5,Completed DIY Hardware Guide
2f6a1584c29036d8f7ca58a880146b1004dd8abc,Mon Jun 5 10:30:35 2023 +1200,Rohan Hill,2,V4.1.4-alpha3
07f25be36e087ac839481e204974bd086bcb1379,Thu Jun 1 12:27:04 2023 -0600,Aria Burrell,4,Added DelugeProbe section to guide.
cb7ebe05c41c15e2de2db1823aeaeab930a48c3a,Mon May 8 23:47:15 2023 +1200,Rohan Hill,2,Minor comments and license notice
